,ApplicationApproved,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Avg30DayGamblingSpend,Avg30DayCashWithdrawals,NumberOfDirectDebitsFailingLast30Days,CreditCardUsedForUtilities,Avg30DayBenefitsReceived
1115,0,0.876115058,45,1,0.220366467,6166.0,11,1,0,2,0,68.72267319660439,210.94280340962973,3,1,0.0
1116,1,0.905468868,31,1,0.35297212,1900.0,6,0,0,2,0,38.45765501258899,60.8805885166692,1,1,0.0
1117,0,0.05650266,51,0,3.0,,8,1,1,1,0,71.03908331747144,256.3168729483766,0,1,517.4898286277822
1118,1,0.331008244,47,1,0.251562221,5600.0,11,0,2,1,2,68.00008483137714,73.98190430367741,0,1,0.0
1119,1,0.167044786,47,2,0.344331134,5000.0,12,0,1,1,2,51.80106568951613,0.0,4,1,0.0
1120,0,1.003322259,43,5,3.0,,13,3,2,1,0,94.76742499195836,79.02365261593255,2,1,0.0
1121,0,0.881422925,27,2,0.215069495,4100.0,8,0,0,2,0,70.30318311207017,14.66190438903135,2,0,0.0
1122,0,0.558583106,24,2,0.375960483,1821.0,5,0,0,2,0,74.190008676427,33.748157325363124,2,1,0.0
1123,0,1.064701125,37,2,0.311034218,2600.0,5,0,0,4,0,82.59247154857525,72.82860394204545,4,0,0.0
1124,1,0.089919583,62,0,0.238072565,10500.0,22,0,2,1,0,66.00559198622494,130.4027639609114,2,1,562.6513045710378
1125,1,0.868263473,37,0,1.194253592,1600.0,8,1,0,4,1,90.4512895401177,160.0,0,0,0.0
1126,1,0.9999999,35,1,0.117576485,5000.0,5,2,0,1,0,55.54656901258822,31.22175579369172,2,1,0.0
1127,0,1.878366638,51,1,3.0,,4,2,2,2,0,80.70427132268887,173.27780729811298,3,0,544.7337392320906
1128,1,0.758709036,51,1,0.170485793,12000.0,9,0,0,1,0,70.30841396243827,0.0,3,0,539.16075439117
1129,0,0.0,23,0,0.0,1500.0,1,0,0,1,0,67.2498962272954,0.0,3,0,0.0
1130,0,0.680830901,72,0,0.603132289,3000.0,13,0,1,1,0,84.5568882287807,207.4713218693968,3,1,535.278208486713
1131,1,0.9999999,48,2,3.0,,5,0,2,1,1,52.11190427049047,12.21122156110068,3,1,0.0
1132,0,0.9999999,52,0,0.056587091,7916.0,1,1,0,1,2,77.64795251315181,172.6034039807665,5,0,562.6028287716691
1133,1,0.659040982,26,2,0.12753711,3300.0,7,0,0,5,0,59.04052503601824,191.60656763597584,2,0,0.0
1134,1,0.402125326,64,0,0.428296615,21832.0,22,0,4,1,0,42.75942270399037,154.4662216980741,4,0,532.1646886579497
1135,1,1.071547421,31,4,0.097503189,5486.0,6,1,0,3,2,36.66827873956063,224.94259699333367,2,0,0.0
1136,1,0.910363571,43,3,0.186156174,28416.0,12,0,3,1,2,71.71217910523289,85.15923510290584,3,0,0.0
1137,0,0.9999999,37,0,0.436531365,2709.0,1,2,1,1,1,71.71169785574277,32.35813132419598,0,0,0.0
1138,1,0.940411918,53,0,0.317894035,3000.0,5,0,1,1,2,63.50306939961227,8.069475606026607,1,0,528.4982796488833
1139,1,0.9999999,36,3,3.0,,4,2,2,1,1,30.312337135570683,200.3731696018457,3,1,0.0
1140,1,0.934613077,64,1,3.0,,8,0,1,1,0,89.7398634997802,99.93628521013744,4,0,542.6626093511543
1141,0,2.0,35,2,0.535538993,5500.0,10,2,0,4,0,60.64673724614072,0.0,2,1,0.0
1142,1,0.134253114,38,0,0.495154592,6500.0,8,0,2,1,2,64.24267149550647,0.0,3,1,0.0
1143,1,0.00179991,88,0,3.0,,2,0,0,1,0,75.97291420953394,0.0,2,1,567.7200887563988
1144,1,0.335445712,40,0,0.344679838,4200.0,6,0,2,1,0,118.57474009249955,32.56731192901256,1,1,0.0
1145,1,0.514196774,35,0,0.032593481,5000.0,2,0,0,1,0,103.27989916278705,176.327681913881,4,0,0.0
1146,1,0.9999999,27,1,3.0,,4,0,0,1,0,57.20391845020284,106.57560880044146,1,1,0.0
1147,1,0.9999999,40,0,0.385922815,5000.0,7,0,1,1,3,55.36913562951598,189.48676773399848,1,1,0.0
1148,1,0.211206477,44,1,0.2138395,2080.0,13,1,0,1,0,89.14533339207507,0.0,3,1,0.0
1149,1,0.001496395,43,4,0.492458005,5833.0,8,1,1,3,0,74.5596940944689,52.97317352129113,2,0,0.0
1150,0,1.219939743,53,2,0.205824821,4600.0,8,0,1,4,0,92.98337628926288,216.5142390571939,5,0,510.9422939778641
1151,1,1.006993007,65,2,3.0,,13,0,0,2,1,86.11798180433348,172.44148917553724,4,1,543.2897593063803
1152,1,0.881983525,43,1,0.071214686,7680.0,6,3,0,1,4,74.69936869694362,33.06914400669244,3,1,0.0
1153,1,0.0,48,1,0.371157211,4000.0,6,0,1,1,0,57.93260083924568,110.5749367863046,1,1,0.0
1154,1,0.939890225,40,3,0.924614744,2400.0,15,0,0,1,3,82.56119887068134,0.0,3,0,0.0
1155,0,0.741311926,52,4,0.216975892,9000.0,10,0,0,1,2,68.74650327425516,217.928844719824,2,0,574.7519346606456
1156,1,1.075189975,35,0,0.229395801,7000.0,5,1,0,1,0,73.7949486161848,116.97376443797032,3,1,0.0
1157,1,0.809779295,51,1,0.673359452,4083.0,9,1,1,1,2,104.50324617471928,0.0,3,0,555.6192960040371
1158,0,0.9999999,56,0,0.068898066,4600.0,1,2,0,1,0,88.55310458934204,136.37873950119604,4,0,536.0608045689955
1159,0,0.99191193,48,0,0.599584067,6250.0,5,0,1,1,0,72.9786097976772,109.5221475633594,3,1,0.0
1160,1,0.544498565,62,3,0.282332921,6463.0,12,0,2,1,1,50.07261906968324,0.0,0,1,552.1958683148447
1161,1,0.157085197,88,0,0.342872867,5450.0,9,0,2,1,0,56.17819500648061,74.04515165884737,1,1,580.3951367543837
1162,0,0.9999999,65,3,0.196399045,5442.0,6,3,0,2,2,81.42123666122126,232.6387783100553,5,0,528.6098067193177
1163,1,0.535154948,60,3,0.101887053,14466.0,9,3,0,1,3,113.77446985493732,139.7325278109052,0,0,525.9207657252892
1164,1,0.409327501,48,0,0.234662577,14995.0,12,0,2,1,2,68.85245129727262,0.0,0,0,0.0
1165,0,0.224289651,54,1,0.086762519,4033.0,6,0,0,1,1,98.92179697932367,55.71357050790287,5,0,516.6550212471303
1166,1,0.9999999,32,0,0.723793202,3500.0,3,2,2,1,0,66.88805528919141,0.0,2,0,0.0
1167,1,0.941485094,60,5,0.348137234,4750.0,14,1,0,1,0,78.63534404941124,0.0,4,1,550.7714380764928
1168,1,0.8712259,45,1,0.09088874,8933.0,9,0,0,1,1,77.61608901233112,47.269096901096255,3,1,0.0
1169,1,0.70329439,26,2,0.540148339,3100.0,8,1,2,2,1,92.70990630215164,157.651298143353,2,1,0.0
1170,1,0.004593304,64,0,0.186415294,11350.0,16,0,1,1,3,84.66611957772173,0.0,4,1,571.5468489906276
1171,1,0.9999999,58,1,3.0,,3,0,0,1,0,64.22686202754161,146.74301663377832,4,1,518.3918952831135
1172,1,1.002341007,76,1,0.88057273,3072.0,3,0,1,1,0,48.90915387998366,0.0,0,0,528.1327125835061
1173,1,0.517303336,44,1,0.571214393,4001.0,12,0,2,1,2,91.8885062863895,46.36657159093275,3,1,0.0
1174,1,0.149700599,54,0,0.450010524,4750.0,11,1,1,1,0,113.75120406115688,120.2792893790298,2,0,559.018117893667
1175,1,0.9999999,50,2,0.37616996,6730.0,6,2,1,1,1,88.38349593022879,164.66248764468247,2,0,0.0
1176,1,1.268255188,35,2,0.012239674,37500.0,5,2,0,3,1,54.66117935409952,175.61199439287577,1,0,0.0
1177,1,1.212624585,54,1,0.116946072,4950.0,3,0,0,1,4,54.53730253063056,160.98754104648356,2,1,512.7198083925061
1178,0,0.9999999,37,1,3.0,0.0,7,1,1,1,4,0.0,0.0,0,1,0.0
1179,1,0.3279304,49,5,1.288781933,2700.0,9,0,2,2,3,69.23974978995318,70.29895786472277,4,0,0.0
1180,1,0.553561676,60,2,3.0,,12,0,0,1,0,87.69496696001175,29.62733970773796,2,1,501.5947444582535
1181,0,0.219540066,55,0,0.698945091,3696.0,14,0,2,1,0,69.7793998084228,123.51894598353977,4,1,550.3123809632841
1182,0,0.9999999,35,1,0.523316062,7333.0,4,2,2,1,3,95.59040605416048,229.3573292651903,1,1,0.0
1183,0,0.9999999,28,2,0.027504088,23850.0,2,2,0,1,0,83.03190786317487,54.72109857322917,2,0,0.0
1184,1,1.001701947,48,1,0.110326982,4250.0,3,0,0,1,4,81.96319267648464,60.82301199109253,0,1,0.0
1185,0,0.9999999,53,0,0.142771084,4979.0,4,0,0,3,0,77.5447558306598,63.7537545669497,1,1,587.0259078619084
1186,1,2.0,64,0,3.0,,1,0,0,2,0,74.53161032809311,39.60089354845815,3,1,533.1231070681454
1187,1,0.590704648,59,0,3.0,,3,0,0,1,0,85.24610203864913,0.0,4,0,567.1940140064559
1188,1,0.877915783,58,1,0.353429714,3250.0,9,0,1,1,0,80.21338658471666,16.3616268578713,3,1,548.7539945137665
1189,1,0.0,84,2,3.0,,4,1,0,1,0,66.63724495158343,0.0,4,0,536.1048525064452
1190,1,0.712521809,51,3,3.0,,9,2,1,4,0,84.83912520929579,119.6589170880848,2,0,535.8416067605682
1191,1,0.179995872,48,0,3.0,,5,0,1,2,2,97.09349489237228,169.22035047205406,1,1,0.0
1192,1,0.266582228,29,0,3.0,0.0,1,0,0,1,0,0.0,0.0,1,1,0.0
1193,1,0.177941973,89,0,0.04469794,8590.0,13,0,0,1,0,82.70188721496218,31.98676061883661,3,0,550.7931227859074
1194,1,0.424287768,63,0,0.448775527,11800.0,16,0,2,3,2,71.70303049396189,93.88971033498348,0,1,553.2751232165122
1195,1,0.348651673,61,0,0.224659817,3600.0,10,0,0,1,0,73.91424346563419,258.68670218452854,4,1,537.534168626453
1196,1,0.9999999,53,0,0.472260341,5100.0,5,0,1,1,2,91.23601282269188,97.43407737399332,4,1,551.9563244206552
1197,1,0.187763592,54,0,0.235203689,1300.0,14,0,0,1,0,75.51665096580325,130.0,4,0,541.0203772467236
1198,1,0.555590953,38,0,0.369089985,5900.0,6,1,2,1,1,78.7917889193752,0.0,0,1,0.0
1199,1,0.001296176,60,0,3.0,,9,0,0,1,0,53.55423395173396,0.0,1,0,525.4913576297411
1200,1,0.110796863,58,1,0.50338063,10500.0,20,0,3,1,0,87.8663638149475,138.7024919026953,1,0,506.8617946636212
1201,0,0.179828735,45,1,0.169731685,3316.0,6,1,0,1,1,81.03922904606428,92.9076885934836,5,0,0.0
1202,1,0.037065019,92,0,3.0,,7,0,0,1,0,92.2859818698182,124.85374573484296,2,1,514.9018620755686
1203,0,0.0,53,0,0.089425692,6250.0,3,1,0,2,2,61.94841419650903,132.16549807226204,4,0,536.4136936309604
1204,1,0.646471624,57,2,0.657375346,5775.0,15,1,0,1,1,65.16955442394217,105.73162943520845,4,0,518.7077376377135
1205,1,0.000255373,60,0,0.060437729,9000.0,11,0,0,1,0,78.57787996862213,49.17149615561414,0,0,569.8047375625416
1206,1,0.830042489,41,1,0.405998696,4600.0,7,0,1,1,2,83.7012530998914,78.69835312255063,0,1,0.0
1207,1,0.407999623,47,0,0.3101988,8500.0,9,0,1,1,1,82.82936138023784,0.0,1,1,0.0
1208,0,0.396180542,82,1,0.40874036,3500.0,5,0,0,1,0,83.31533958278806,196.4138023308321,0,0,546.7827387041029
1209,1,0.749712345,50,2,3.0,,17,0,2,1,0,61.88450048987556,76.98429286154987,0,1,0.0
1210,0,0.865641632,39,4,0.507201844,5206.0,11,4,1,2,3,72.97091870931955,237.27103017967428,1,0,0.0
1211,1,0.181775635,57,0,0.168138644,6000.0,15,0,0,1,1,67.96089313236328,0.0,0,1,553.7442529956957
1212,1,0.575748485,48,0,0.148101987,28081.0,9,0,3,1,2,55.51994022420706,50.36153387087069,3,1,0.0
1213,1,0.380688124,60,1,0.165629169,4497.0,4,1,0,1,0,56.41050830664285,50.65743198978624,2,1,560.4229359616534
1214,0,1.070428794,32,2,0.717183425,3450.0,14,1,1,4,1,67.47073315576418,0.0,3,1,0.0
1215,1,1.294705295,44,0,0.009192066,4133.0,1,1,0,3,1,73.271844582233,270.10909702934384,4,1,0.0
1216,1,0.9999999,70,1,0.227651305,1800.0,2,1,0,1,0,72.1373644651525,141.58019035415236,0,0,529.807634924535
1217,1,0.0,77,0,3.0,,6,0,0,1,0,68.48773485209003,0.0,1,0,568.7817737902103
1218,1,0.973590293,56,1,0.092178771,1789.0,5,0,0,1,1,55.64286413999793,178.9,1,0,543.5223029788656
1219,1,0.689843533,38,0,0.185678601,1200.0,2,0,0,1,0,85.54141372104756,0.0,2,1,0.0
1220,0,1.105788423,30,1,3.0,,7,3,0,5,0,65.84819621907788,1.1828355831790844,2,0,0.0
1221,0,0.930043723,28,2,0.118529097,2800.0,4,0,0,2,0,71.46672066530711,93.1671424037352,2,1,0.0
1222,0,0.9999999,42,1,3.0,,3,3,1,1,0,74.3350949155719,0.0,0,0,0.0
1223,1,1.068214643,35,6,3.0,0.0,8,0,0,1,3,0.0,0.0,4,1,0.0
1224,1,0.519263354,62,1,1.986621612,14500.0,31,0,2,1,1,82.40292735152005,7.9169068470433075,1,0,519.5735964852945
1225,1,0.999862939,59,6,0.570810691,9016.0,8,0,2,1,1,54.41174014572334,2.416161165380984,0,1,529.6022452236812
1226,0,0.717875963,59,0,3.0,,10,0,0,2,0,60.552359033183286,0.0,2,0,571.2026533918406
1227,0,0.759259259,53,1,0.091205876,4900.0,15,1,0,2,0,76.21797561764612,41.37611774294336,3,1,587.0650407141528
1228,1,0.279958137,33,1,0.076624098,1800.0,5,0,0,1,4,73.74220910701746,0.0,3,0,0.0
1229,1,0.181596251,72,0,3.0,,22,0,1,2,0,90.07114011076804,0.0,1,0,548.5921878378924
1230,0,0.980772189,43,3,0.69259767,5835.0,9,1,2,1,0,105.72558973277287,146.78481739947009,4,1,0.0
1231,1,0.71641791,24,1,0.024520857,3547.0,2,3,0,1,1,61.93262904480357,162.64901723178096,2,0,0.0
1232,0,0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1,75.68005733691663,0.0,2,1,525.1526700812411
1233,0,0.605477203,60,1,0.604984785,6900.0,7,1,2,2,1,69.9600403298041,59.75934750965766,5,1,531.2034194335295
1234,1,0.562114779,50,1,0.161056936,6357.0,4,0,1,1,0,34.460451755882474,167.59810425680882,1,0,0.0
1235,0,0.368844033,52,1,0.078662029,9775.0,8,0,0,3,0,78.19658021947909,0.0,0,0,545.1900743615022
1236,1,0.502386286,51,0,0.782363497,3900.0,11,0,1,2,1,37.20064033372136,174.97081969049495,0,1,537.4936735817546
1237,0,0.475504899,53,0,0.50855615,1869.0,13,1,1,1,0,75.40773076177696,47.74593967308754,1,0,562.541336382878
1238,0,0.985569986,36,6,1.514218009,4641.0,12,1,6,3,1,62.036672860430045,71.04429824097753,2,1,0.0
1239,1,0.019786452,63,0,0.517510813,7166.0,12,0,2,1,1,103.4769077852294,8.836969759423297,1,0,561.9482444205868
1240,0,0.9999999,52,1,0.37175,3999.0,3,3,1,3,0,79.96062787286863,46.71743828584968,0,0,506.0371000361232
1241,1,0.061981178,50,0,3.0,,16,0,1,1,0,44.469064083459294,88.1103065743774,0,0,0.0
1242,0,0.778702163,49,1,0.06572457,7500.0,4,1,0,1,0,67.71063712920804,0.0,1,0,0.0
1243,1,0.607190925,36,2,3.0,,8,1,1,1,0,84.16855089725959,102.28354419767382,3,1,0.0
1244,0,0.070671977,46,1,0.278292522,6043.0,5,0,2,1,0,77.33063054533856,0.0,1,0,0.0
1245,1,0.0,44,0,0.0,3935.0,9,0,0,1,0,102.19782384252451,19.696633270794944,2,1,0.0
1246,1,0.086659445,66,0,1.442778611,2000.0,9,1,2,1,0,53.62456202680832,0.0,0,1,570.4319066432661
1247,1,0.426622223,68,0,0.282673345,19166.0,11,0,2,1,0,79.56239694817916,174.51624441468329,1,0,527.0947690097966
1248,0,0.950914049,59,0,1.899128269,802.0,8,2,1,3,2,81.33440873885199,16.937886894899762,2,0,401.0
1249,0,0.978174126,70,0,0.38700342,7601.0,11,0,1,1,0,100.74384523489115,0.0,3,1,508.45195655715
1250,1,0.774928247,51,2,0.33438273,4446.0,9,0,0,1,1,76.24632693310653,73.78752626950416,1,0,546.6957201937851
1251,0,0.916550479,52,3,0.803691598,5200.0,17,0,2,1,0,63.18424255606919,5.474601034158702,1,0,541.211496801356
1252,1,0.988011988,36,0,0.015157559,2506.0,2,0,0,1,1,75.96642799770711,0.5978097738971258,1,0,0.0
1253,0,0.395038626,66,5,0.619793402,3000.0,8,0,1,2,4,87.92197880741567,0.0,5,1,526.4399716958523
1254,1,0.130456961,66,1,3.0,,16,0,2,1,0,54.47902609875703,0.0,0,0,533.1412868113346
1255,1,0.0,41,0,3.0,,9,0,1,1,0,45.48698488056294,162.04440232162835,0,0,0.0
1256,0,0.924302789,27,1,0.215301807,2600.0,3,0,0,1,3,78.04354140462024,95.59645671293066,2,0,0.0
1257,0,0.628437349,66,1,0.523737754,1326.0,5,2,0,1,0,78.31171615680611,132.6,3,1,554.3498342322206
1258,0,1.001451496,53,6,0.604779096,5816.0,9,0,1,1,0,66.31048115794643,50.60054060762887,2,1,507.0233232744327
1259,1,0.507390386,55,1,0.502845716,6500.0,5,0,2,1,2,92.99437931270045,317.79189153386454,2,0,505.2735364336927
1260,1,0.429797517,53,1,0.274413954,9000.0,7,0,1,1,0,53.78751925866359,96.56035586615867,2,0,552.9994451803784
1261,1,0.9999999,38,0,3.0,,1,0,0,1,0,44.57762619625933,0.0,3,0,0.0
1262,0,0.363806812,29,1,0.426143464,4000.0,10,0,0,1,0,89.33971371764315,81.23234656412995,1,0,0.0
1263,1,1.499474238,30,4,0.024855167,5350.0,3,1,0,1,1,61.65840071687008,91.5438660843098,4,0,0.0
1264,1,0.568248278,42,1,0.566621438,3684.0,9,0,1,1,3,65.94867639221326,76.49293352695143,4,1,0.0
1265,1,1.035602748,34,3,1.531609195,695.0,8,0,0,2,0,34.439021807905235,69.5,4,0,0.0
1266,0,0.009229349,41,1,0.27184769,6407.0,6,5,1,3,2,67.45245661904809,65.2146368933212,3,1,0.0
1267,0,0.7007525,45,1,0.211802136,13200.0,6,1,3,1,1,62.63919954535587,230.15517000901207,1,0,0.0
1268,1,0.016919385,68,0,0.329206742,10500.0,19,0,4,1,0,100.71021646547516,0.0,1,0,513.2973456942245
1269,1,0.127657447,46,0,0.481825909,20000.0,15,0,4,1,2,63.2729781436951,0.0,1,0,0.0
1270,1,0.855424857,52,0,0.532419309,3500.0,12,0,0,1,0,66.93864599640906,0.0,1,0,526.1855173553106
1271,1,0.9999999,40,0,0.449552006,5133.0,1,5,1,1,2,61.22885920966921,47.736185747253415,3,1,0.0
1272,1,0.042293989,29,0,3.0,,12,0,0,1,0,72.40277647870187,0.0,0,1,0.0
1273,0,0.561019589,26,2,0.158914729,1547.0,5,0,0,2,1,74.04998184657636,154.70000000000002,2,0,0.0
1274,1,0.430254555,50,5,0.205048255,6734.0,6,0,1,1,4,75.42565940579499,14.800371573577834,0,0,0.0
1275,1,0.781095854,56,4,3.0,,15,0,0,1,0,71.64733053118316,0.0,1,0,510.1242752717473
1276,1,0.9999999,33,0,0.201540957,2465.0,3,1,0,1,0,35.42804213995967,3.933342479863164,3,1,0.0
1277,0,0.864126528,28,2,0.149207814,6500.0,14,2,0,2,0,63.44957738063724,97.48404553984383,3,0,0.0
1278,0,0.9999999,69,1,0.230265426,2900.0,4,2,1,3,0,77.09202898514751,101.58181838499615,5,1,576.8209310126459
1279,1,0.441729744,49,3,0.444809192,7310.0,21,0,1,1,2,79.32618849433172,109.6082071530723,3,0,0.0
1280,1,0.9999999,35,0,0.228959419,6332.0,4,0,1,1,4,107.7266703867243,0.0,0,0,0.0
1281,0,1.004385528,48,4,1.163225386,4600.0,16,1,2,2,1,103.15236801727042,73.01424370595477,3,1,0.0
1282,1,0.747738777,34,0,0.599500416,1200.0,12,0,0,2,0,60.495278488864535,0.0,3,1,0.0
1283,1,0.584210329,50,0,0.190307049,12668.0,10,0,2,1,0,81.8700693082789,105.85990958987574,4,1,0.0
1284,0,0.9999999,33,0,0.096219931,3200.0,2,1,0,1,4,88.37692554618896,106.88804160280776,5,1,0.0
1285,1,0.9999999,59,0,0.079509494,7583.0,1,0,0,1,0,69.78163463515196,157.8431242799595,2,0,549.9365635038049
1286,0,0.89376715,63,1,3.0,,2,2,1,3,0,74.8880182004565,13.80208525639476,1,1,545.7664994572451
1287,1,0.016975014,47,0,0.340101523,6500.0,14,0,1,1,1,59.06080785420492,20.482895415582224,0,0,0.0
1288,0,1.206937096,55,0,3.0,,7,0,0,2,0,68.56164298875295,0.0,5,1,521.792008074046
1289,0,0.9999999,43,2,0.561815336,1916.0,5,2,2,2,0,83.36870404197275,140.14238102008056,4,1,0.0
1290,1,0.442308844,43,0,0.063498247,5133.0,4,0,0,1,1,51.623211255530975,120.6125530974492,1,0,0.0
1291,0,0.9999999,48,1,0.173971498,3718.0,1,1,0,1,2,78.33060761726927,66.55477243466521,5,1,0.0
1292,1,0.883748833,83,0,0.338548457,2300.0,4,0,0,1,0,102.34975571746908,131.10937684370413,2,1,556.5985305957341
1293,0,0.769761691,51,1,0.534883721,6750.0,10,0,2,3,2,73.49374808551843,0.0,3,0,520.8445043438786
1294,1,0.96780161,40,1,0.243230755,10820.0,4,0,1,1,4,40.910271386548544,52.69352671912765,0,1,0.0
1295,0,0.9999999,62,2,0.610252447,3881.0,6,2,1,1,0,86.58166209511133,0.0,4,1,522.7211317620566
1296,0,0.188517566,62,3,0.817720351,6500.0,16,0,3,2,0,62.7314327902302,117.01202733926532,0,0,561.3107149075938
1297,0,0.9999999,34,1,0.241610738,4916.0,1,3,0,1,0,62.820107727856325,96.77303758268474,5,0,0.0
1298,1,0.722134512,25,0,0.344753747,1400.0,3,1,0,1,0,47.80549004339285,131.076466595512,3,0,0.0
1299,0,0.744279049,44,2,0.579008074,2600.0,4,0,1,1,3,87.70697125529574,90.53445532212776,1,1,0.0
1300,0,1.413173653,22,1,0.174377224,280.0,3,1,0,1,0,84.0,28.0,0,0,0.0
1301,0,0.9999999,37,1,3.0,,4,0,1,2,0,65.5139104077376,116.79159988394628,0,0,0.0
1302,1,0.937531861,64,2,0.563646207,14776.0,9,0,2,1,1,37.46974006513427,0.0,2,1,512.2997745424456
1303,1,0.755390043,30,0,0.0628681,7300.0,10,0,0,1,4,79.96625957711022,10.917536443257056,3,0,0.0
1304,1,0.08458817,46,0,0.189913318,2537.0,10,0,0,1,1,74.72311579122345,171.3207080934071,2,1,0.0
1305,1,0.88495362,55,2,1.096908573,4560.0,12,3,3,2,0,84.02029154685336,16.881193206360393,1,1,518.3650243505232
1306,0,0.917297387,36,3,3.0,,9,0,1,1,0,67.04645978268887,108.00234760143525,4,0,0.0
1307,1,0.048762596,69,0,0.224727273,1374.0,9,0,0,1,2,62.84655137523148,60.97610354447414,2,1,535.8950546294866
1308,1,0.048061324,33,4,0.112749616,3254.0,15,0,0,1,1,47.47614072446743,187.09776180252328,1,0,0.0
1309,0,0.00133353,53,0,0.512688574,8550.0,24,0,5,1,0,63.740152269223536,159.09247506465016,4,1,557.4661269390717
1310,1,0.323067693,41,1,0.452303816,5555.0,9,0,1,1,0,88.90107424905844,0.0,3,0,0.0
1311,1,0.319297856,33,4,0.647781712,4800.0,12,1,1,3,2,59.534310079253736,42.820558556956094,3,1,0.0
1312,1,0.197201865,40,2,0.111023415,3800.0,7,1,0,2,1,44.29759307052166,0.0,4,1,0.0
1313,1,0.004189086,53,2,0.377828451,5700.0,22,0,2,1,1,112.32083239920593,87.08551478503688,1,1,587.8239643734425
1314,0,0.9999999,24,0,3.0,,3,0,0,2,0,86.3438593508196,0.0,0,0,0.0
1315,1,0.9999999,37,0,2.0,,1,2,0,1,0,46.34450958925632,47.85703153257804,0,0,0.0
1316,0,0.085322005,50,0,3.0,700.0,21,0,1,2,0,66.81061981299688,70.0,5,0,0.0
1317,1,0.9999999,30,0,0.408197268,3000.0,5,0,0,2,0,82.92127154473405,214.0446666951464,3,1,0.0
1318,0,0.9999999,31,1,0.149875104,1200.0,5,1,0,3,0,67.71147517874549,30.40566563631813,2,0,0.0
1319,0,0.9999999,58,0,0.0,,1,1,0,2,0,68.30738128451176,0.0,4,0,558.7570892516127
1320,1,0.195360928,40,3,3.0,,7,0,0,3,0,70.91216385726827,61.512260010844834,4,1,0.0
1321,0,1.121681416,37,2,0.81669444,6600.0,7,2,2,2,1,67.90186537768803,0.0,1,1,0.0
1322,1,0.341094425,66,0,3.0,,7,0,0,2,0,60.27149724556661,0.0,2,1,576.9331957146908
1323,0,0.9999999,30,0,0.623994484,4350.0,9,2,1,4,0,72.13204533277217,0.0,4,0,0.0
1324,0,0.25853729,54,1,3.0,,15,0,0,1,0,73.01887484092231,0.0,1,0,539.5756531874782
1325,1,0.125348189,40,0,0.214593755,5796.0,5,0,0,1,3,40.27166831482026,1.2463968639015022,3,1,0.0
1326,1,0.561072182,55,1,0.638860557,13725.0,35,0,2,1,0,70.0399280253188,43.98435510875053,4,1,548.919718897127
1327,1,1.487025948,53,1,0.478987466,4068.0,3,0,1,1,1,74.09244905491974,183.79257075181857,0,1,525.6059169874317
1328,1,0.53254187,46,8,0.179982002,10000.0,7,0,1,6,1,106.75094116706808,30.206798707664166,0,1,0.0
1329,0,0.959329602,69,1,0.926152138,1800.0,10,0,0,1,0,85.6418043143118,0.0,4,1,557.4179159999884
1330,0,0.9999999,49,1,3.0,0.0,1,0,1,1,3,0.0,0.0,2,1,0.0
1331,1,0.9999999,63,0,0.107648725,6000.0,1,2,0,2,0,63.48307178203751,165.90706284968903,3,0,543.7896306482171
1332,1,0.0,51,4,0.713208969,5306.0,9,0,4,1,0,49.748765137877626,148.63641382268457,1,0,562.3940453034326
1333,1,0.208850213,59,1,0.444505798,3621.0,7,0,1,1,1,82.42855044282042,88.50600217584949,4,1,574.9633945009168
1334,0,0.315689981,45,0,0.090191993,6718.0,5,0,0,1,4,67.66812710741684,0.0,3,0,0.0
1335,1,0.911338583,58,5,3.0,,8,0,2,1,0,82.99098453071194,58.80659384205313,1,0,540.2862172411985
1336,0,0.9999999,41,0,3.0,,2,0,1,1,0,67.260187094902,0.0,4,1,0.0
1337,1,1.035171863,40,3,0.651304831,1800.0,6,3,0,1,3,94.5160130504909,96.83621759028374,1,0,0.0
1338,1,0.948471448,61,0,0.40397351,7700.0,7,0,1,1,0,65.04961750533815,0.0,2,1,517.0024686949212
1339,1,0.582474127,77,0,0.402559744,10000.0,13,0,2,1,1,59.41333146309,200.35724701151543,4,1,544.4104995253346
1340,0,0.836027329,54,0,0.339688445,4300.0,5,3,1,1,0,68.1422266599215,0.0,0,1,563.8691411657737
1341,0,0.660692692,52,0,0.553793286,7565.0,14,1,2,1,1,77.05624414562851,158.39642267982398,1,0,581.804181704915
1342,0,0.9999999,61,0,3.0,,2,1,1,1,0,68.11817183195718,176.33605071370147,1,0,569.6983605357088
1343,0,0.717131474,46,1,0.831763699,2335.0,5,4,1,2,3,74.83118568750157,0.0,5,1,0.0
1344,1,0.506995336,29,0,0.5029988,2500.0,6,0,1,1,0,71.23041270171697,99.67687600174646,4,0,0.0
1345,0,0.814880952,41,0,0.19026991,3000.0,7,2,0,6,1,87.1700060551774,14.140804049336928,4,0,0.0
1346,1,0.9999999,47,0,3.0,,3,1,0,1,0,51.10166631484587,0.0,0,0,0.0
1347,1,0.829626607,31,0,0.218130922,4643.0,5,1,0,3,2,48.64794856006444,170.21436622621093,2,0,0.0
